business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
U001,0200794332,COST trust,2020-05-23 16:39:29.140625000,2020.0,1930655634.0,2020-03-17 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAGD,1290.7019999999998,0-15
U001,200776463,KROGE llc,2020-04-11 00:05:11.468750000,2020.0,1930688593.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,91988.386,0-15
U001,0200418007,AM llc,2020-06-16 15:29:34.593750000,2020.0,1930773582.0,2020-04-16 00:00:00.000000000,2020-06-20 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAGD,200.50799999999998,
U001,200726979,BJ'S  llc,2020-04-03 10:21:53.265625000,2020.0,1930677236.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,38.745,
U001,0200762301,C&S WH foundation,2020-03-29 21:15:38.468750000,2020.0,1930630315.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAC6,1395.8139999999999,0-15
U001,0200769623,WAL-MAR llc,2020-05-12 13:36:22.250000000,2020.0,1930800234.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAH4,2289.028,0-15
U001,0200772670,ASSOCIAT systems,2020-05-10 22:28:43.718750000,2020.0,1930814550.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAU5,60707.450999999994,0-15
U001,0200726979,BJ'S  in,2020-04-13 23:25:13.062500000,2020.0,1930705549.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,941.0309999999998,0-15
U001,200769623,WAL-MAR co,2020-05-31 06:57:51.156250000,2020.0,1930886158.0,2020-05-12 00:00:00.000000000,2020-05-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,NAH4,745.2059999999999,0-15
U001,0200769623,WAL-MAR in,2020-03-22 12:17:50.750000000,2020.0,1930580066.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAH4,31664.402,0-15
CA02,0140106231,PRATT trust,2020-05-07 10:16:04.500000000,2020.0,2960628963.0,2020-04-16 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-24 00:00:00.000000000,CA10,10148.92,0-15
U001,0200418007,AM systems,2020-05-21 00:42:12.125000000,2020.0,1930625317.0,2020-03-10 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAGD,6603.491999999999,0-15
U001,0200519201,KROGE corporation,2020-04-22 03:55:45.031250000,2020.0,1930735394.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,83844.83799999999,0-15
U001,0200769623,WAL-MAR us,2020-04-04 15:24:31.312500000,2020.0,1930629449.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAH4,2021.5789999999997,0-15
U001,0200353024,DECA foundation,2020-05-09 07:54:04.828125000,2020.0,1930877177.0,2020-05-08 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM2,1298.1219999999998,
U001,0200769623,WAL-MAR us,2020-05-14 06:17:35.125000000,2020.0,1930794495.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,29001.748999999996,0-15
U001,0200780383,MEIJ systems,2020-04-06 19:52:58.375000000,2020.0,1930666577.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,86833.31999999999,0-15
U001,0200806580,BE associates,2020-03-20 00:51:50.968750000,2020.0,1930584409.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,10544.961,0-15
U001,0200707822,PUBLI corp,2020-03-27 00:11:32.718750000,2020.0,1930637657.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,96113.262,0-15
U001,200769623,WAL-MAR systems,2020-06-01 11:44:56.687500000,2020.0,1930883771.0,2020-05-10 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,NAH4,30838.927,0-15
U001,0200290370,BARGAIN  trust,2020-04-15 15:27:49.875000000,2020.0,1930667553.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,2242.548,0-15
U001,200936373,SUPE systems,2020-04-05 12:10:15.687500000,2020.0,1930659959.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,56599.67599999999,0-15
U001,0200020431,DEC co,2020-04-20 22:28:25.968750000,2020.0,1930764985.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,3869.2219999999998,
U001,0200759878,SA llc,2020-04-08 14:02:00.796875000,2020.0,1930684473.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAH4,14268.555,0-15
U001,0200721222,GO co,2020-05-01 05:22:40.000000000,2020.0,1930782274.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,10231.990999999998,0-15
U001,0200704858,WAKE corporation,2020-04-02 17:32:43.453125000,2020.0,1930660646.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,56313.887,0-15
CA02,0140105686,SYSC associates,2020-04-03 01:42:17.312500000,2020.0,2960621326.0,2020-03-16 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-17 00:00:00.000000000,CA10,23411.3,0-15
U001,0200707822,PUBLI corp,2020-04-02 08:59:09.554687500,2020.0,1930664511.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,56100.191,0-15
U001,0200769623,WAL-MAR co,2020-05-01 13:55:23.625000000,2020.0,1930773545.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAH4,3683.82,0-15
U001,0200769623,WAL-MAR us,2020-03-31 18:22:02.875000000,2020.0,1930593307.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,5367.992,0-15
U001,0200793568,SUPE associates,2020-04-19 22:41:25.992675781,2020.0,1930749736.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,15036.048999999999,
U001,0200726979,BJ'S  corporation,2020-04-21 19:16:50.765625000,2020.0,1930780901.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,66.017,
U001,0200519201,KROGE foundation,2020-05-11 23:21:12.093750000,2020.0,1930603028.0,2020-03-06 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAGD,217411.89399999997,0-15
U001,0200762301,C&S WH foundation,2020-04-25 07:34:23.640625000,2020.0,1930764230.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAC6,82271.90299999999,0-15
U001,0100031704,DELHAIZE co,2020-04-09 09:49:14.218750000,2020.0,1930671441.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAA8,45048.948,0-15
U001,0200706844,WINC corp,2020-04-15 04:38:03.750000000,2020.0,1930636685.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,1011.8779999999999,16-30
U001,200726979,BJ'S  trust,2020-04-13 15:17:55.333984375,2020.0,1930724552.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,125.04099999999998,
U001,0200744019,TARG systems,2020-05-29 09:14:19.625000000,2020.0,1930859173.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,2254.532,0-15
U001,0200418007,AM llc,2020-03-28 21:58:06.281250000,2020.0,1930646651.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,24299.352,0-15
U001,0200769623,WAL-MAR llc,2020-04-14 15:47:16.750000000,2020.0,1930674462.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,11371.927,0-15
U001,0200936373,SUPE corp,2020-04-23 22:50:26.171875000,2020.0,1930764370.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,67965.93999999999,0-15
U001,0200769623,WAL-MAR in,2020-05-19 09:31:02.750000000,2020.0,1930829534.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAH4,1625.638,0-15
U001,0200769623,WAL-MAR corp,2020-03-26 04:01:08.937500000,2020.0,1930621439.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,49567.812,0-15
U001,0200759878,SA corp,2020-05-06 14:32:57.640625000,2020.0,1930799864.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,34945.617,0-15
U001,0200794332,COST associates,2020-03-18 09:14:37.093750000,2020.0,1930571629.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAAX,846.482,0-15
U001,0200762301,C&S WH foundation,2020-04-28 06:42:47.156250000,2020.0,1930758005.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAC6,42887.383,0-15
U001,0200728270,HEI in,2020-05-03 14:47:50.656250000,2020.0,1930782732.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,93745.778,0-15
U001,0200761734,H E BUT corp,2020-04-21 05:34:56.171875000,2020.0,1930758260.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,9288.474999999999,
U001,0200744019,TARG foundation,2020-04-28 05:16:58.312500000,2020.0,1930747821.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,3518.473,0-15
U001,0200769623,WAL-MAR us,2020-05-02 11:35:57.750000000,2020.0,1930758294.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAH4,53816.462,0-15
U001,0200769623,WAL-MAR us,2020-05-09 19:59:01.250000000,2020.0,1930789756.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAH4,12207.446999999998,0-15
U001,0200769623,WAL-MAR systems,2020-04-01 12:06:18.875000000,2020.0,1930619222.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAH4,6330.428999999999,0-15
U001,0200418007,AM co,2020-05-07 22:42:12.531250000,2020.0,1930802808.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,9927.896999999999,0-15
U001,0200769623,WAL-MAR us,2020-05-24 06:33:31.437500000,2020.0,1930837564.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAH4,24558.8,0-15
CA02,0140106408,WAL-M ,2020-04-24 08:49:17.500000000,2020.0,2960622648.0,2020-03-20 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,CA10,40934.04,16-30
CA02,140106408,WAL-M in,2020-05-22 19:04:06.000000000,2020.0,2960628265.0,2020-04-14 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-17 00:00:00.000000000,CA10,6498.04,16-30
U001,0200416837,DEC ,2020-05-14 10:58:21.125000000,2020.0,1930856792.0,2020-05-05 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,136.752,
U001,0200769623,WAL-MAR trust,2020-05-26 08:44:30.187500000,2020.0,1930847595.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,13559.686,0-15
U001,200761734,H E BUT associates,2020-04-18 02:03:51.812500000,2020.0,1930720473.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,11319.945,0-15
CA02,0140106271,LONGO  us,2020-04-07 11:03:01.625000000,2020.0,2960623262.0,2020-03-24 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-25 00:00:00.000000000,CA10,17916.03,0-15
U001,0200794332,COST associates,2020-04-11 17:12:01.531250000,2020.0,1930688798.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAAX,36090.208,0-15
U001,0200704858,WAKE ,2020-05-19 05:07:38.406250000,2020.0,1930832523.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,71833.67099999999,0-15
U001,200366118,AN ,2020-04-16 11:03:14.937500000,2020.0,1930675734.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,5871.7609999999995,0-15
U001,0200790165,CONSO corporation,2020-04-18 16:24:52.500000000,2020.0,1930646119.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,18547.199999999997,16-30
U001,200794332,COST trust,2020-05-24 08:05:23.968750000,2020.0,1930862104.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAAX,3872.113,0-15
U001,200725421,BEN  llc,2020-05-17 20:02:30.140625000,2020.0,1930830348.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,20467.055,0-15
U001,0200706844,WINC co,2020-04-19 17:58:29.125000000,2020.0,1930666160.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,37140.74,16-30
U001,0200793830,M corporation,2020-06-11 22:52:00.640625000,2020.0,1930752415.0,2020-04-06 00:00:00.000000000,2020-06-10 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAGD,26083.001,0-15
U001,200707822,PUBLI foundation,2020-04-23 08:21:13.765625000,2020.0,1930755192.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,43108.975,0-15
U001,0200762950,HAR llc,2020-04-25 17:09:05.164062500,2020.0,1930764821.0,2020-04-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,2020-04-10 00:00:00.000000000,NAA8,77738.58399999999,0-15
U001,0200290370,BARGAIN  ,2020-03-26 16:04:24.750000000,2020.0,1930585002.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,8687.699999999999,0-15
U001,0200769623,WAL-MAR ,2020-04-14 09:12:14.906250000,2020.0,1930714811.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAH4,17704.434999999998,0-15
U001,0200707005,KING S corporation,2020-03-18 18:18:30.703125000,2020.0,1930578955.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAA8,11980.374,0-15
U001,0200759878,SA corp,2020-04-19 06:37:18.058593750,2020.0,1930732714.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,56020.377,
U001,200803720,DEC associates,2020-03-31 10:40:16.812500000,2020.0,1930773038.0,2020-04-10 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM1,134.176,
U001,0200769623,WAL-MAR systems,2020-04-06 05:36:34.875000000,2020.0,1930635726.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAH4,9685.326,0-15
U001,0200769623,WAL-MAR corporation,2020-03-25 03:54:24.812500000,2020.0,1930600038.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAH4,42293.488999999994,0-15
U001,0200983712,FAMOS trust,2020-05-25 18:24:30.875000000,2020.0,1930832553.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,45283.609,0-15
U001,0200769623,WAL-MAR systems,2020-04-05 01:11:56.125000000,2020.0,1930648447.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,24693.725,0-15
CA02,0140106408,WAL-M foundation,2020-05-07 23:10:20.000000000,2020.0,2960625530.0,2020-04-01 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-04-01 00:00:00.000000000,CA10,4002.28,16-30
U001,0200793568,SUPE in,2020-04-29 04:44:02.314453125,2020.0,1930781253.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,25746.916999999998,0-15
U001,0200881076,ALBERT foundation,2020-04-07 03:05:25.406250000,2020.0,1930668198.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,86480.681,0-15
U001,0200769623,WAL-MAR corporation,2020-05-26 21:34:31.250000000,2020.0,1930852142.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAH4,759.5559999999999,0-15
U001,0200769623,WAL-MAR ,2020-05-23 09:41:02.031250000,2020.0,1930856529.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAH4,16783.788,0-15
CA02,0140104423,METRO  ,2020-03-28 18:52:04.062500000,2020.0,2960620852.0,2020-03-13 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-17 00:00:00.000000000,CA10,61803.12,0-15
U001,0200769623,WAL-MAR us,2020-03-31 18:22:02.875000000,2020.0,1930598702.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,6428.267999999999,0-15
U001,0200777735,NASH  corp,2020-03-05 21:35:30.625000000,2020.0,1930595867.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,302.36499999999995,
U001,0200353024,DECA foundation,2020-05-07 05:44:50.828125000,2020.0,1930812801.0,2020-04-22 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,2754.864,
U001,CCU013,KRAFT F corporation,2020-05-04 21:28:37.250000000,2020.0,1930685592.0,2020-03-26 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAX2,9306.402,31-45
U001,0200770677,KRAS systems,2020-03-16 07:22:09.968750000,2020.0,1930571005.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAA8,32065.900999999998,0-15
CA02,0140104285,BUY- in,2020-04-10 07:52:51.218750000,2020.0,2960622848.0,2020-03-21 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-29 00:00:00.000000000,CA10,6382.72,0-15
U001,0200793122,PIGGLY ,2020-03-27 08:10:02.964843750,2020.0,1930642421.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,52786.92999999999,0-15
U001,0200707822,PUBLI in,2020-03-28 14:44:12.761718750,2020.0,1930642630.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,119492.25399999999,0-15
U001,0200418007,AM co,2020-04-06 04:11:49.781250000,2020.0,1930650667.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,10064.928999999998,0-15
U001,0200799367,MCL trust,2020-04-15 06:45:43.187500000,2020.0,1930671181.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,8048.677,0-15
U001,0200759878,SA in,2020-03-21 02:37:42.093750000,2020.0,1930593347.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,9783.865,0-15
U001,200784489,GE corp,2020-04-05 14:31:03.125000000,2020.0,1930671366.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,21320.117,0-15
U001,0200726979,BJ'S  ,2020-03-19 20:18:40.875000000,2020.0,1930617482.0,2020-03-07 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAA8,232.729,
U001,0200769623,WAL-MAR systems,2020-03-24 06:46:14.187500000,2020.0,1930581854.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,12132.770999999999,0-15
U001,0200742521,GLA corporation,2020-03-19 19:22:44.796875000,2020.0,1930583682.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,29942.759,0-15
U001,0200799538,UNITE associates,2020-06-20 04:49:40.500000000,2020.0,1930730432.0,2020-04-01 00:00:00.000000000,2020-06-05 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAGD,2071.7479999999996,16-30
U001,0200776463,KROGE ,2020-04-13 00:19:45.343750000,2020.0,1930703424.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,34178.367999999995,0-15
CA02,0140104409,LOB trust,2020-05-22 16:48:29.431640625,2020.0,2960634612.0,2020-05-12 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-13 00:00:00.000000000,CA10,93116.58,
U001,0200078795,H T H in,2020-05-02 05:27:12.187500000,2020.0,1930838800.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,312.487,
U001,0200573068,GROCE llc,2020-04-15 16:25:11.656250000,2020.0,1930706530.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,13544.922999999999,0-15
U001,0200769623,WAL-MAR us,2020-05-29 19:40:56.500000000,2020.0,1930838907.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,10917.396,0-15
U001,0200712102,SUGAR  llc,2020-05-04 10:06:02.500000000,2020.0,1930572469.0,2020-02-27 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAVQ,14700.503999999999,0-15
U001,0200936373,SUPE associates,2020-04-12 21:13:39.281250000,2020.0,1930706357.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,28897.358,0-15
U001,0200769623,WAL-MAR ,2020-05-10 19:45:09.250000000,2020.0,1930814025.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAH4,1328.74,0-15
CA02,CCU001,KRAFT  corp,2020-05-11 08:39:14.187500000,2020.0,2960623586.0,2020-03-27 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAG2,39202.86,0-15
U001,0200935607,CHICKE associates,2020-03-19 07:38:10.250000000,2020.0,1930617496.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAA8,26983.922,
U001,0200769623,WAL-MAR foundation,2020-03-15 05:07:14.980468750,2020.0,1930581356.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,149.338,0-15
U001,0200769623,WAL-MAR trust,2020-04-22 19:48:13.312500000,2020.0,1930793951.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAH4,462.777,
U001,0200794332,COST trust,2020-03-23 11:24:06.078125000,2020.0,1930609538.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAAX,22900.828999999998,0-15
U001,0200794332,COST us,2020-04-04 22:45:46.296875000,2020.0,1930660677.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAAX,5186.236999999999,0-15
U001,0200764795,SYSCO  corporation,2020-05-10 18:13:39.656250000,2020.0,1930804508.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,1754.375,0-15
U001,0200793513,KROGER ,2020-04-17 14:04:54.125000000,2020.0,1930706047.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,7795.452,0-15
CA02,0140104423,METRO  systems,2020-04-19 11:59:14.304687500,2020.0,2960627436.0,2020-04-08 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-08 00:00:00.000000000,CA10,57822.98,0-15
U001,0200762301,C&S WH trust,2020-04-26 00:29:16.187500000,2020.0,1930752348.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAC6,7692.005999999999,0-15
CA02,0140104409,LOB us,2020-05-20 07:37:14.792968750,2020.0,2960633349.0,2020-05-10 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-11 00:00:00.000000000,CA10,220099.48,
U001,0200762301,C&S WH us,2020-06-26 11:33:45.750000000,2020.0,1930800172.0,2020-04-20 00:00:00.000000000,2020-06-24 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAGD,4209.785999999999,0-15
U001,0200705742,DOT llc,2020-04-21 13:34:47.906250000,2020.0,1930704663.0,2020-03-26 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-03-26 00:00:00.000000000,NA32,13684.363,
U001,0200704045,RA co,2020-04-16 19:19:32.250000000,2020.0,1930718094.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAA8,46392.25499999999,0-15
U001,0200769623,WAL-MAR foundation,2020-04-03 04:23:45.875000000,2020.0,1930647754.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,4400.067,0-15
U001,0200725421,BEN  corp,2020-04-09 23:25:12.953125000,2020.0,1930681903.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,18971.54,0-15
U001,0200418007,AM us,2020-05-25 15:32:04.625000000,2020.0,1930840914.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,4010.2649999999994,0-15
